Name,Age,Height_in_cms,Weight_in_kg,BP,Attacking,Skill,Movement,Power,Mentality,Defending,Goalkeeping,ST,CF,RW,CAM,CM,RM,CDM,RWB,CB,RB,OVA
A. Murgia,23,185.42,77.4,CM,319,325,275,306,329,202,43,67,68,65,69,71,66,70,65,68,65,71
K. Pestka,21,187.96,66.60000000000001,LWB,236,253,353,222,251,189,39,49,54,58,57,59,61,62,66,60,65,67
R. Arnold,22,190.5,82.35000000000001,CB,219,234,266,279,241,175,60,47,46,45,47,51,48,57,54,59,55,58
L. Tonelli,30,182.88,74.25,CB,226,221,333,271,250,236,54,48,47,47,47,51,49,66,63,74,66,74
B. Arce,21,177.8,65.7,RM,300,272,357,271,276,91,52,62,67,69,69,66,70,55,57,44,53,71
O. Govea,24,175.26,73.35000000000001,CM,295,360,347,339,337,209,58,62,66,65,68,70,66,70,68,68,68,70
M. Moro,25,172.72,64.35000000000001,ST,281,264,381,297,255,93,54,64,66,66,64,58,64,47,51,43,49,64
C. Humphreys-Grant,21,185.42,81.45,CB,215,219,314,288,245,185,55,48,48,49,49,52,51,58,58,62,59,62
R. Macek,23,187.96,74.25,RM,264,291,300,290,269,161,56,55,59,60,60,60,61,59,59,54,57,60
B. Gommert,35,187.96,84.15,GK,86,90,175,186,110,40,281,22,22,22,22,23,23,24,25,23,24,56
J. Hancott,19,177.8,69.3,LB,175,166,312,207,218,150,48,40,41,44,41,40,44,44,49,48,50,52
A. Lottin,18,180.34,71.55,CM,255,270,315,288,274,179,54,56,59,59,60,61,61,61,61,60,61,62
J. Basulto,26,185.42,75.60000000000001,CB,247,242,256,303,263,186,60,51,50,49,52,56,51,61,58,63,59,64
E. Tia,22,177.8,68.4,RM,251,242,302,240,201,79,47,50,50,52,50,47,53,39,43,35,41,54
T. Ugajin,32,172.72,70.65,LM,291,320,337,342,315,177,44,62,64,64,64,65,65,64,64,61,63,66
E. Carratala Jimenez,20,175.26,70.65,RM,228,259,332,262,204,57,64,53,55,56,54,48,55,37,41,31,38,56
E. Métro,17,182.88,72.45,GK,75,89,155,172,107,38,263,19,18,18,20,22,19,23,21,23,20,52
Johnathan,30,182.88,74.25,ST,356,337,386,411,289,103,60,77,75,74,72,66,72,55,58,53,55,77
G. Trauner,28,182.88,81.45,CB,300,292,325,372,324,224,42,64,63,62,63,66,64,72,70,74,71,74
J. Lemoignan,19,185.42,75.60000000000001,GK,67,59,178,180,89,31,245,19,19,18,20,20,18,20,17,20,17,49
A. Armstrong,23,167.64000000000001,68.4,ST,332,331,431,370,330,84,55,73,74,74,73,66,73,55,58,49,55,73
M. Davies,19,177.8,73.35000000000001,RB,195,195,319,245,245,151,46,44,43,48,44,47,49,52,53,55,55,55
J. Rodríguez,24,170.18,60.300000000000004,CDM,269,300,354,279,312,217,49,56,61,61,64,68,64,71,69,66,69,72
J. Hendrick,28,182.88,83.25,RM,351,364,350,368,356,209,50,72,73,73,74,75,74,73,72,71,71,75
H. Sulaimani,43,172.72,69.3,CDM,284,333,281,327,349,191,65,58,60,60,62,65,61,66,62,66,62,64
L. Dunk,28,193.04,87.3,CB,244,331,259,363,282,237,58,58,59,56,61,68,58,76,68,78,69,78
C. Mola,19,182.88,77.4,LB,255,297,339,271,278,184,51,54,58,60,60,62,63,64,64,62,64,66
E. Massouema,23,182.88,70.65,CDM,263,294,319,325,293,187,58,59,60,59,62,64,61,65,63,64,63,64
B. White,22,185.42,76.5,CB,237,250,327,294,270,229,42,52,56,58,60,65,62,73,72,75,73,75
K. Nakamura,19,180.34,74.25,CAM,279,337,355,346,246,87,50,64,65,66,65,59,65,48,52,43,49,66
S. Sydorchuk,29,185.42,78.3,CDM,265,304,313,349,324,215,63,66,69,68,71,73,69,74,70,70,70,75
K. Lasagna,27,185.42,79.2,ST,346,312,405,346,272,64,65,75,75,74,72,63,72,48,54,44,51,75
L. Bender,31,185.42,77.4,RB,342,317,334,373,359,254,44,70,72,71,73,76,72,80,78,81,79,82
Louri Beretta,28,187.96,82.35000000000001,ST,379,322,347,386,315,77,78,81,78,74,73,64,71,51,53,51,51,81
K. Nababkin,33,182.88,76.5,CB,287,288,339,347,313,223,57,63,62,62,61,64,63,70,69,71,70,71
P. Quasten,35,177.8,70.65,LB,240,277,309,263,305,195,66,53,56,57,58,61,60,65,64,64,64,66
O. Karafiát,25,182.88,73.35000000000001,CDM,300,312,366,331,313,214,57,61,63,65,65,68,67,71,71,71,71,71
E. Terranova,32,185.42,85.5,CB,194,225,316,293,246,204,43,47,44,43,43,48,46,61,58,68,61,69
G. Soto,25,177.8,68.4,RB,237,247,356,271,233,199,53,51,55,58,56,60,62,64,68,65,68,69
J. Schouten,23,185.42,73.35000000000001,CDM,297,310,336,324,327,206,43,63,67,67,69,71,68,72,69,69,68,73
J. Jones,22,177.8,72.45,LM,264,308,373,269,258,71,47,57,62,64,62,54,63,42,47,35,44,64
E. Destanoğlu,19,195.57999999999998,87.3,GK,53,62,138,177,91,31,330,20,19,18,20,20,19,19,16,20,16,66
J. Cropper,20,182.88,69.3,RB,205,216,293,269,227,146,48,46,47,48,46,46,49,48,51,50,51,53
T. Jantschke,30,177.8,75.60000000000001,CB,275,283,321,313,318,233,43,56,59,60,61,66,62,74,71,75,71,75
B. Soumaré,21,180.34,69.3,CM,279,311,325,306,290,167,39,61,64,63,64,65,64,62,61,59,60,65
C. Dawson,24,193.04,68.4,GK,94,98,275,224,96,56,335,29,27,27,26,26,29,28,30,29,29,68
M. Gómez,22,185.42,69.3,ST,252,240,334,326,230,80,61,64,61,59,58,50,57,41,43,41,41,65
K. Fickentscher,31,180.34,77.4,GK,69,76,238,200,138,60,327,25,28,27,28,27,28,25,28,25,28,67
S. Bakaev,19,177.8,67.5,RW,273,267,340,244,221,100,50,57,58,59,57,52,59,44,49,41,47,60
J. Löwe,21,167.64000000000001,64.35000000000001,CAM,248,285,365,254,248,118,53,54,57,58,59,56,58,50,50,43,48,56
H. Lozano,24,175.26,69.3,CAM,353,363,431,349,332,106,59,76,78,79,78,71,78,59,63,51,60,80
M. Quiroga,30,187.96,77.4,ST,320,297,330,374,287,64,54,75,70,64,66,61,63,50,46,48,45,75
Roberto Firmino,28,180.34,75.60000000000001,CF,400,403,416,402,377,166,44,83,85,84,86,83,84,74,73,68,70,87
G. Rojas,23,177.8,67.5,LWB,236,253,382,306,224,166,44,52,54,58,55,55,59,56,61,55,60,62
R. Fernández,22,177.8,78.3,CAM,255,274,331,323,322,173,48,59,63,63,64,64,64,63,63,60,61,64
Nuno Coelho,31,182.88,68.4,CB,272,294,309,330,301,219,55,56,59,59,61,67,61,73,68,72,69,73
S. Bastien,23,175.26,74.25,CM,328,371,365,370,349,193,39,68,71,72,73,74,73,72,71,67,69,74
D. Guthrie,33,175.26,78.3,CM,296,327,301,309,309,175,57,59,61,61,62,63,61,62,60,60,59,63
S. Demhasaj,23,190.5,77.4,ST,276,251,269,319,224,95,56,63,60,57,57,50,54,40,40,40,39,64
G. Mancini,24,190.5,76.5,CB,260,235,276,304,284,234,47,56,54,52,54,58,54,69,66,76,69,76
Iván Jaime,19,180.34,71.55,CAM,270,305,319,295,266,146,50,58,61,62,63,62,62,57,57,51,56,62
K. Ofori,18,172.72,71.55,CAM,271,312,368,312,251,126,58,63,65,64,64,60,63,53,54,48,52,64
M. Frendrup,19,177.8,69.3,CDM,238,284,340,287,254,196,49,53,55,56,57,60,58,65,63,64,63,66
E. Banega,32,175.26,70.65,CM,356,415,363,349,400,233,45,73,78,78,80,82,78,80,77,75,76,83
U. Segura,27,182.88,69.3,RM,320,326,329,326,315,164,58,65,67,66,67,66,67,62,62,59,60,68
O. Gobern,26,190.5,71.55,CM,255,286,311,305,289,180,57,58,60,59,61,62,60,62,60,62,61,63
P. Labrin,20,170.18,68.4,CAM,272,274,330,314,263,168,49,61,62,62,62,61,62,58,59,58,59,61
N. Tauer,19,182.88,71.55,CDM,247,265,282,253,244,170,49,52,52,52,54,55,53,58,54,58,54,59
B. Balaj,29,187.96,77.4,ST,317,254,321,346,257,62,58,69,65,63,61,55,62,43,45,41,44,69
M. Kuhn B,28,177.8,75.60000000000001,RB,278,339,395,323,298,181,56,60,63,66,64,63,67,63,67,61,66,68
P. Vieira,34,193.04,81.45,CDM,325,332,336,373,395,225,56,65,65,66,71,74,69,76,72,77,75,76
P. Bonilla,20,172.72,69.3,RM,251,274,371,251,255,153,58,55,60,63,61,58,63,55,59,50,58,60
A. Najar,27,170.18,68.4,RB,329,342,363,318,344,215,57,67,69,71,70,68,70,69,69,69,69,71
K. Shibasaki,35,175.26,64.35000000000001,CAM,324,338,328,310,283,123,47,65,67,66,68,66,67,56,57,50,54,67
F. Cousin-Dawson,17,182.88,73.35000000000001,CB,161,150,288,254,180,157,50,37,35,36,34,35,38,44,47,52,49,52
C. Espinoza,25,172.72,69.3,RM,315,333,393,323,274,113,51,67,71,73,72,66,73,54,60,46,56,74
S. Ascacíbar,23,167.64000000000001,69.3,CDM,251,286,368,350,312,238,44,53,57,59,61,67,61,75,72,74,72,76
C. Villanueva,34,172.72,72.45,CAM,339,381,345,295,300,146,64,67,71,71,73,71,70,61,60,51,57,73
Alan Ruschel,25,175.26,72.45,LWB,268,280,373,335,299,195,53,60,65,67,66,66,68,66,69,62,67,67
L. Montipò,24,190.5,81.45,GK,87,87,243,204,106,40,356,29,26,25,24,23,25,23,24,24,24,72
A. DeLaGarza,32,175.26,67.5,RB,283,294,356,304,300,189,61,58,59,60,60,61,61,64,65,65,65,67
Lucas João,26,193.04,79.2,ST,315,280,311,354,259,63,57,71,69,66,66,59,65,46,47,43,45,71
M. Longstaff,20,170.18,59.4,CM,294,341,349,331,333,169,53,64,69,69,71,72,70,67,66,58,64,72
P. Hercher,24,182.88,79.2,LB,291,284,342,311,282,171,47,63,63,64,62,61,64,61,64,60,63,65
L. Comas,25,172.72,66.60000000000001,RM,277,285,384,278,237,81,49,62,67,68,66,60,68,45,52,35,49,69
M. Malone,19,185.42,84.15,ST,261,246,334,304,227,53,63,62,60,58,58,51,56,39,41,38,40,62
M. Sağlam,22,175.26,70.65,CAM,228,266,302,245,271,193,54,52,58,59,60,59,59,60,59,59,59,61
Raullino Meneses,20,175.26,73.35000000000001,CDM,265,249,309,280,264,193,41,53,53,53,55,58,56,61,60,62,61,62
R. Dâlbea,38,182.88,79.2,CDM,226,257,213,340,313,177,43,52,53,50,54,59,52,63,57,61,56,64
A. Aquilani,32,185.42,78.3,CM,360,390,310,346,343,172,56,69,71,71,74,74,71,68,66,63,64,75
O. Malik,29,185.42,74.25,CB,253,236,321,277,275,174,52,50,52,54,54,56,56,60,60,60,60,60
A. Gallo,20,182.88,72.45,LM,268,299,348,282,259,175,44,56,59,60,60,59,61,58,61,57,60,62
D. Margush,22,187.96,79.2,GK,74,72,177,204,101,34,296,22,22,20,23,24,22,23,21,23,20,60
C. Driouech,18,175.26,74.25,RW,245,280,370,265,182,78,52,56,57,60,55,47,58,39,47,35,44,60
K. Casteels,28,198.12,85.5,GK,92,107,265,252,126,47,410,32,31,29,32,33,31,32,29,29,29,83
T. Shiotani,31,182.88,79.2,CB,317,282,314,374,309,210,50,64,62,61,61,64,63,70,70,72,71,72
A. Lookman,22,175.26,70.65,RW,322,321,408,331,302,70,54,71,75,76,74,64,73,50,55,42,51,74
J. Cruz,21,180.34,69.3,ST,290,246,315,308,259,101,49,61,59,59,59,54,58,45,47,43,45,62
R. Matondo,19,175.26,65.7,RM,300,338,404,280,225,113,44,63,67,70,67,60,69,50,56,45,54,70
J. Mišić,26,182.88,78.3,CAM,326,377,338,358,336,179,45,69,71,71,73,73,71,69,66,65,65,73
F. Herbers,26,182.88,74.25,RM,316,313,319,318,310,132,56,66,66,65,64,62,66,58,59,55,57,67
S. Arfield,31,177.8,79.2,CM,329,343,350,346,328,188,64,68,70,70,70,70,70,68,68,65,67,70
D. Oliech,29,180.34,83.25,ST,323,287,368,362,290,73,52,68,67,68,66,57,66,49,50,44,47,68
D. Reyes,27,193.04,74.25,CB,272,286,304,301,286,218,49,57,59,59,61,65,61,70,67,71,68,71
N. Okafor,20,185.42,84.15,ST,329,329,362,364,255,85,50,70,70,71,69,63,70,51,54,46,51,71
B. van den Boomen,24,190.5,82.35000000000001,CM,319,349,303,357,306,187,48,64,64,64,65,66,65,65,64,64,63,66
Maikel Catarino,24,177.8,74.25,RB,320,334,388,316,298,233,65,64,68,71,70,72,73,76,78,74,78,80
B. Vătăjelu,27,170.18,69.3,LM,301,339,399,358,305,194,52,64,66,68,67,66,68,65,67,64,66,68
I. Shkurin,20,187.96,79.2,ST,306,252,329,308,269,93,45,65,64,63,62,56,62,47,48,45,47,65
M. Mak,28,175.26,67.5,RM,299,300,393,330,286,114,57,64,65,66,65,60,65,53,55,50,54,66
I. Govea,23,175.26,68.4,RB,237,248,365,286,285,198,44,53,55,58,55,55,61,61,66,66,67,69
D. Orgill,30,182.88,80.55,ST,275,232,376,337,267,109,36,69,67,64,63,55,62,47,50,49,50,69
E. McCue,19,193.04,83.25,CB,168,157,231,254,188,151,58,38,35,34,35,40,37,49,46,52,47,52
D. Borkowski,18,182.88,73.35000000000001,ST,252,225,299,298,211,58,50,58,56,55,54,48,54,38,41,36,39,58
Ricardo Schutte,22,185.42,74.25,ST,286,251,308,295,230,55,58,63,61,59,58,51,57,39,41,37,39,63
K. Getinger,31,187.96,77.4,LB,282,283,326,329,283,182,43,59,58,59,57,58,59,60,62,61,62,64
S. El Shaarawy,27,177.8,72.45,LW,377,375,406,356,320,131,21,77,79,79,79,72,78,60,63,54,60,79
Salvador Agra,28,165.1,59.4,RM,277,337,404,293,277,102,47,61,64,66,64,59,65,50,55,43,52,66
K. Klaesson,19,187.96,75.60000000000001,GK,76,101,207,203,101,34,324,25,27,25,29,29,27,26,22,24,21,65
O. Babuscu,16,175.26,69.3,CAM,267,302,326,276,198,60,48,54,57,59,58,52,57,40,42,33,39,58
H. Vera Oviedo,29,187.96,74.25,CB,223,233,279,279,272,200,43,52,51,51,51,53,52,60,59,64,60,64
L. Gil,29,170.18,68.4,CM,303,365,346,379,357,211,60,62,66,68,70,73,70,73,73,72,72,73
M. Benvenuto,26,175.26,74.25,CAM,256,212,174,258,207,92,65,62,62,59,60,57,59,56,52,54,53,60
M. Krasić,32,182.88,73.35000000000001,CM,327,357,297,304,326,163,55,67,69,68,70,70,69,64,63,59,61,71
Igor Madinha,24,175.26,69.3,RM,292,307,420,310,243,81,48,66,69,71,68,61,71,47,56,39,52,72
Borja,23,175.26,66.60000000000001,RB,254,264,358,319,280,195,58,54,55,57,56,57,58,63,65,66,66,68
A. Di Natale,37,170.18,69.3,CAM,380,415,392,321,314,68,54,77,82,82,82,74,80,52,55,40,50,77
L. Sinisterra,21,172.72,59.4,RM,343,331,425,346,307,147,59,71,74,75,75,70,76,62,65,57,63,75
S. Westra,19,180.34,71.55,CB,226,238,299,229,265,166,47,46,49,51,52,54,54,55,55,56,55,57
R. Febres,24,182.88,79.2,ST,253,234,318,283,245,77,64,59,57,57,55,49,55,42,44,41,42,59
A. Sedlar,28,177.8,78.3,CB,230,191,318,311,286,215,52,49,47,46,49,55,49,67,61,71,64,71
J. Husband,26,177.8,64.35000000000001,LB,262,295,318,307,293,196,61,58,59,60,58,58,61,62,64,63,64,66
A. Favilli,23,190.5,77.4,ST,302,260,316,313,218,55,21,67,63,61,59,52,59,39,41,37,39,67
A. Baumjohann,33,177.8,74.25,CAM,323,346,347,287,271,95,45,65,68,68,69,63,67,51,51,44,48,69
Dani Molina,23,182.88,72.45,CAM,279,329,290,253,304,197,65,57,62,61,65,65,60,63,59,59,59,64
G. O'Neil,35,172.72,60.300000000000004,CM,322,337,307,310,332,186,57,62,64,64,66,66,64,66,62,64,61,67
A. Hasegawa,31,185.42,74.25,ST,300,299,268,309,294,165,57,65,64,62,65,64,62,60,56,59,55,65
Fabiano,30,198.12,90.45,GK,95,77,218,232,126,43,364,24,25,24,27,28,26,28,26,29,25,73
G. Berardi,31,177.8,71.55,CB,247,278,343,330,317,210,60,55,57,58,59,62,61,68,68,70,68,70
D. Thiam,30,177.8,66.60000000000001,LB,208,200,319,264,241,197,54,45,47,49,47,50,52,58,62,63,63,65
M. Prinz,19,193.04,79.2,GK,58,62,168,177,85,41,284,21,19,17,19,20,18,21,18,22,18,57
M. Díaz,29,170.18,61.65,CAM,317,366,380,315,310,127,51,68,71,71,72,68,70,58,57,50,54,72
M. Cavalleri,21,167.64000000000001,62.550000000000004,RM,284,276,350,321,228,90,50,63,64,64,62,58,64,46,50,41,48,65
D. Srbeny,26,190.5,82.35000000000001,ST,301,277,314,343,293,83,51,69,68,66,67,61,65,50,50,47,48,69
R. Descamps,24,195.57999999999998,81.45,GK,60,61,198,167,72,30,330,23,21,20,20,19,20,19,19,21,19,67
O. Villadsen,18,172.72,69.3,RB,220,229,358,258,243,155,57,51,54,56,53,50,55,51,55,53,55,57
G. Whyte,24,175.26,66.60000000000001,RM,274,278,354,260,233,105,52,60,64,65,64,58,65,48,53,41,51,66
C. Fassnacht,26,185.42,76.5,RM,350,336,377,374,274,86,56,74,74,74,73,68,74,53,56,48,53,75
M. Andersen,22,193.04,81.45,CB,227,216,254,267,237,196,66,47,44,44,45,51,47,63,59,67,61,67
R. Hutton,21,175.26,70.65,RWB,212,250,334,294,257,174,48,52,56,57,56,56,58,59,61,58,60,62
T. Seko,22,175.26,68.4,CDM,211,239,329,296,249,175,48,47,51,53,55,57,55,61,58,58,58,62
Z. Nagy,26,187.96,80.55,LWB,276,244,303,282,234,181,53,57,59,60,58,58,62,60,64,59,63,64
F. Klein B,33,182.88,71.55,RB,303,334,340,346,318,198,48,62,64,65,64,65,67,66,68,65,67,69
N. Perry,20,175.26,69.3,RM,243,263,370,226,204,74,42,53,57,60,58,52,60,41,46,34,43,61
D. Maatsen,29,185.42,70.65,RW,273,259,388,343,238,111,50,62,64,65,62,55,65,46,54,45,52,65
J. Kotzke,30,182.88,80.55,CB,253,249,313,312,285,183,64,51,51,52,52,55,53,60,59,62,60,62
E. Bayram,16,185.42,70.65,CB,202,173,268,242,206,172,50,41,39,40,39,41,42,49,51,54,53,55
C. Nunnely,21,170.18,72.45,RM,273,290,412,299,232,70,55,63,68,70,67,59,70,46,53,38,49,70
K. Anderson,25,177.8,70.65,ST,292,286,390,308,229,49,41,64,65,65,64,56,64,41,46,35,43,64
D. Mbokani,34,185.42,72.45,ST,362,343,353,371,340,99,45,78,77,74,76,70,73,58,56,53,54,78
F. Tănase,25,185.42,70.65,CAM,330,348,373,330,322,163,53,68,70,71,71,69,71,63,66,58,64,71
K. Musona,30,177.8,70.65,ST,330,340,375,354,276,89,48,70,70,69,69,63,69,50,53,45,50,70
E. Shomurodov,22,190.5,75.60000000000001,ST,296,294,342,319,255,94,36,63,62,63,60,55,61,46,50,45,49,64
T. Björkström,29,180.34,75.60000000000001,CB,242,233,321,304,258,193,68,50,51,53,52,55,55,61,62,64,63,64
U. Bangura,32,180.34,74.25,CB,257,264,353,345,293,181,50,56,57,57,58,59,58,62,61,63,62,63
Alex Berenguer,24,175.26,72.45,RM,345,357,397,332,358,195,57,72,76,77,76,73,77,69,73,65,71,76
R. Vloet,25,187.96,74.25,ST,317,319,298,339,305,119,60,66,65,63,65,63,64,55,53,51,51,65
K. Dewsbury-Hall,21,177.8,69.3,CM,267,305,305,320,290,177,53,59,60,60,61,62,60,61,60,59,59,62
M. Bogarde,18,182.88,71.55,CDM,192,232,312,265,229,184,54,43,48,48,52,54,51,59,57,58,57,58
Rafa,27,172.72,65.7,LM,343,369,449,327,325,138,51,75,82,83,81,75,82,63,70,54,66,83
A. Gray,29,180.34,77.4,ST,335,296,396,359,321,70,61,74,73,72,71,63,71,51,54,46,51,74
S. Roughan,17,182.88,72.45,CB,198,183,276,257,208,163,51,41,40,40,41,45,43,52,51,56,53,56
G. Leadbitter,34,177.8,78.3,CDM,312,326,282,337,333,198,44,61,61,61,62,64,61,65,63,65,62,66
Javi López,18,182.88,74.25,LB,208,183,317,226,230,174,63,44,45,48,45,45,50,53,58,57,59,61
M. Sagaf,21,177.8,69.3,CM,211,241,286,273,256,142,58,51,54,53,55,56,54,54,53,51,53,57
J. Šimunović,24,190.5,84.15,CB,250,234,321,316,279,211,38,57,56,55,56,59,56,66,62,71,64,72
E. Lichaj,31,177.8,79.2,RB,271,258,352,330,288,209,54,56,56,58,56,58,60,66,68,69,68,70
J. Martial,29,182.88,75.60000000000001,CB,235,230,311,281,249,193,65,47,47,49,50,55,53,65,63,67,64,67
O. Zanzala,23,185.42,71.55,ST,264,222,307,318,256,72,65,61,59,57,57,51,56,42,44,41,42,61
N. Delgadillo,22,177.8,69.3,LM,272,301,344,312,227,82,50,60,62,63,62,59,64,49,52,42,49,65
Álex Sola,21,177.8,74.25,RWB,279,294,333,299,286,198,44,62,65,67,65,65,68,66,69,65,68,69
P. Anderson,30,175.26,64.35000000000001,CAM,283,300,336,318,289,170,58,59,60,62,61,60,62,59,61,59,60,62
E. Tapsoba,21,193.04,77.4,CB,283,275,351,332,321,235,50,61,60,59,61,66,62,75,70,78,72,78
B. Lennon,22,177.8,69.3,RWB,305,306,341,351,320,184,37,64,65,66,65,65,67,64,67,63,66,69
A. Mățan,20,165.1,60.300000000000004,RM,254,332,418,277,251,98,55,59,65,67,66,60,67,49,55,40,52,67
R. Edwards,17,185.42,75.60000000000001,CB,182,201,304,250,200,156,43,43,43,44,44,44,45,49,49,53,50,53
L. de la Torre,22,177.8,67.5,CAM,260,295,343,247,248,123,54,56,62,63,64,59,63,50,51,43,48,64
L. Juliš,25,187.96,85.5,ST,301,281,350,310,264,77,50,64,63,64,62,55,63,45,49,43,47,64
O. Skarsem,21,182.88,73.35000000000001,CAM,251,288,338,282,282,146,54,57,61,61,62,62,62,58,58,54,57,62
D. Szymonowicz,24,182.88,66.60000000000001,CB,237,246,321,304,237,182,49,49,48,50,50,53,52,59,58,63,59,63
G. Charbonnier,31,187.96,79.2,ST,342,325,282,359,294,86,59,73,72,68,71,68,67,54,50,49,47,73
G. Ekpolo,25,180.34,72.45,RB,256,288,340,296,275,196,45,55,56,59,57,58,61,64,66,66,66,68
R. Vormer,32,177.8,78.3,CM,375,377,327,387,391,221,49,73,73,72,74,77,74,77,76,74,75,77
I. Paurević,29,193.04,86.4,CDM,282,262,240,336,285,200,66,59,57,55,58,63,57,68,63,69,63,69
J. Turner,21,193.04,81.45,GK,60,77,153,183,82,33,275,18,18,16,19,21,18,21,18,20,18,54
Feng Gang,27,175.26,61.65,CM,230,288,367,295,278,164,53,53,56,58,56,56,58,56,59,55,59,56
C. Whelan,21,172.72,69.3,CDM,267,285,318,292,282,185,52,57,58,58,59,60,59,62,60,61,60,63
Dani Martín,21,187.96,76.5,GK,85,90,256,221,112,38,346,27,26,26,27,28,27,27,25,26,25,70
R. Rodelin,30,193.04,81.45,CAM,357,339,304,371,310,90,57,70,70,70,70,68,70,57,57,51,53,70
O. Sorg,30,175.26,77.4,RB,297,309,359,337,304,215,49,60,62,63,64,65,64,69,69,69,69,71
F. Romero,25,185.42,79.2,RB,246,225,322,239,274,189,42,50,52,54,54,55,56,60,61,62,62,64
A. Disasi,22,190.5,85.5,CB,223,226,254,305,254,223,45,49,49,47,51,58,51,70,64,75,66,75
N. Fujita,33,175.26,71.55,CDM,285,314,309,327,296,188,54,61,64,64,66,69,66,69,66,64,65,70
J. Collins,34,187.96,82.35000000000001,CB,246,242,184,298,293,216,63,51,47,43,47,54,44,64,55,71,58,72
Alex Pinto,21,187.96,76.5,RB,263,285,321,329,287,201,54,58,60,61,59,61,63,67,69,69,69,71
Gumbau,25,187.96,76.5,CM,300,340,206,287,302,204,59,62,62,59,65,68,59,68,60,66,60,69
Bernardo Rosa,19,177.8,73.35000000000001,CAM,217,256,322,240,220,119,55,49,53,55,55,52,55,46,48,41,46,55
G. Mascara,33,175.26,65.7,CAM,323,353,339,269,293,73,67,64,66,68,68,61,67,51,49,40,44,66
H. Tijanovich,24,172.72,67.5,ST,294,292,364,324,267,95,43,66,67,67,66,59,66,49,51,44,48,67
R. Pasveer,36,187.96,87.3,GK,98,109,236,243,144,45,372,31,32,30,34,35,31,31,27,28,27,73
C. Roberts,24,175.26,70.65,RWB,247,247,351,288,287,208,51,55,59,62,61,64,65,68,70,66,69,72
M. Dúbravka,31,190.5,79.2,GK,93,127,277,253,140,48,408,32,35,32,38,40,35,36,32,30,30,83
Junior Cesar,31,165.1,62.550000000000004,LWB,304,334,414,348,338,210,43,65,68,71,68,68,71,68,72,67,71,71
M. Coda,31,182.88,71.55,ST,306,314,314,294,263,51,59,70,67,64,64,55,60,42,42,40,40,70
K. Molino,30,172.72,69.3,CF,323,339,370,341,303,149,43,70,72,71,71,67,71,59,61,55,59,71
A. Rinomhota,23,175.26,71.55,CDM,294,288,386,331,295,214,55,62,64,65,64,65,66,69,70,71,71,70
G. Carabajal,28,177.8,74.25,LM,343,362,359,342,317,129,45,72,73,73,73,68,73,57,59,52,57,74
K. Junker,26,185.42,72.45,ST,299,255,376,344,273,82,53,69,68,66,66,58,65,48,50,45,49,69
R. Zozulya,30,180.34,74.25,ST,330,265,363,389,317,109,54,70,68,66,66,61,65,55,56,56,54,70
J. Nelson,17,170.18,65.7,LM,228,266,388,263,223,71,56,56,60,61,59,51,60,41,46,35,44,61
F. Fernández,31,190.5,82.35000000000001,CB,229,254,264,280,282,235,63,49,49,48,52,59,51,71,64,77,67,77
S. O'Neill,26,187.96,85.5,CB,249,284,291,313,278,188,53,58,58,57,59,60,58,63,60,64,60,64
M. Bülter,27,187.96,84.15,LW,340,325,369,346,296,142,47,72,72,73,71,67,72,59,62,56,59,73
L. Pfeiffer,23,195.57999999999998,94.05,ST,302,236,246,337,249,76,51,65,60,57,56,50,56,44,44,45,43,65
J. Nilsson,25,180.34,74.25,RWB,247,255,316,269,253,168,55,55,58,59,58,58,60,57,59,54,58,61
E. Munjoma,21,177.8,69.3,ST,226,195,295,279,251,147,52,53,52,52,48,47,53,47,53,47,52,54
M. Çelik,30,177.8,74.25,RW,312,291,348,308,271,59,54,67,68,68,67,60,67,45,49,39,45,67
I. Bazeley-Graham,19,180.34,65.7,RB,171,174,294,210,220,165,46,39,41,43,40,39,44,44,50,50,51,52
D. Polenta,28,185.42,86.4,CB,237,271,313,343,287,209,48,53,53,54,54,59,57,68,65,71,66,71
J. Poulsen,35,180.34,74.25,CM,311,336,266,312,318,164,46,60,60,60,62,64,61,62,59,59,58,65
A. Said,34,175.26,71.55,CAM,356,361,336,340,318,121,53,72,72,71,72,70,71,60,59,52,57,72
T. Booth,19,175.26,69.3,CAM,205,240,294,236,231,114,61,45,50,51,53,53,53,48,48,42,46,53
J. Clasie,29,170.18,65.7,CM,310,371,357,348,351,193,53,64,69,69,72,74,71,73,70,65,67,74
I. Azzaoui,21,177.8,71.55,RM,264,299,359,254,208,87,54,59,62,65,62,55,64,44,50,37,46,65
S. Scuffet,24,193.04,76.5,GK,108,110,273,236,116,57,350,30,28,28,29,29,29,30,29,30,29,72
G. Edwards B,27,175.26,75.60000000000001,RM,295,316,379,291,287,157,48,62,64,66,65,62,66,58,61,54,60,67
J. Nikolaou,26,182.88,82.35000000000001,CB,243,274,325,302,301,211,46,49,51,52,55,59,55,68,64,70,65,69
S. Mols,21,180.34,74.25,CAM,252,265,329,260,235,117,52,53,56,58,58,55,58,49,50,45,48,58
Fernandinho,35,177.8,66.60000000000001,CB,364,381,363,399,380,257,48,75,76,75,77,81,76,84,80,83,80,84
D. Bernard,23,180.34,72.45,RWB,220,231,333,293,251,173,62,50,51,53,52,52,55,56,59,58,59,61
D. Álvarez,25,175.26,74.25,LM,298,352,388,339,251,84,64,65,69,71,69,64,72,51,56,43,52,73
